"name","email","rollNo","schoolName","class","olympiadExam","password","userType"
"student24","student24@gmail.com","24","Delhi Public School","5","Science olympiad","Gw5Yzu$hWQ","student"
"student25","student25@gmail.com","25","Delhi Public School","5","Science olympiad","axaHV@mLnq","student"
"student26","student26@gmail.com","26","Delhi public school","5","Science olympiad","%G73sB78!B","student"
"student27","student27@gmail.com","27","Delhi public school","5","Science olympiad","mn3ehVtsbD","student"
"student28","student28@gmail.com","28","Delhi Public School","5","Science Olympiad","bQcC$N$N3J","student"
"student29","student29@gmail.com","29","Delhi public school","5","Science olympiad","nH@TKp#NbX","student"
"student30","student30@gmail.com","30","Delhi public school","5","Science Olympiad","EGTcbCNBGx","student"
"student31","student31@gmail.com","31","Delhi Public School","5","Science olympiad","zB%!tYQi&m","student"
"student32","student32@gmail.com","32","Delhi Public School","5","Science Olympiad","BKCifP2bEq","student"
"student33","student33@gmail.com","33","Delhi Public School","5","Science Olympiad","2sr3s5R%^X","student"
"student34","student34@gmail.com","34","Delhi public school","5","Science olympiad","&Zz#bKSGpN","student"
"student35","student35@gmail.com","35","Delhi Public School","5","Science olympiad","5V!uf2fJqw","student"
"student36","student36@gmail.com","36","Delhi Public School","5","Science olympiad","iLShQrZ8*W","student"
"student37","student37@gmail.com","37","Delhi public school","5","Science Olympiad","MgQm%dRCH%","student"
"student38","student38@gmail.com","38","Delhi public school","5","Science Olympiad","rXwm4FUp2D","student"
"student39","student39@gmail.com","39","Delhi Public School","5","Science Olympiad","2%YhD&c$$d","student"
"student40","student40@gmail.com","40","Delhi Public School","5","Science olympiad","z#SE2W!%K&","student"
"student41","student41@gmail.com","41","Delhi Public School","5","Science Olympiad","3TRtPEUjff","student"
"student42","student42@gmail.com","42","Delhi public school","5","Science olympiad","ETv54QDjX2","student"
"student43","student43@gmail.com","43","Delhi public school","5","Science olympiad","ca7L$FWf7S","student"
"student44","student44@gmail.com","44","Delhi Public School","5","Science olympiad","KU3jCugLB5","student"
"student45","student45@gmail.com","45","Delhi public school","5","Science olympiad","jZbwfZXvL$","student"
"student46","student46@gmail.com","46","Delhi Public School","5","Science olympiad","$42fNUq@qG","student"
"student47","student47@gmail.com","47","Delhi Public School","5","Science olympiad","&d@uKqtLy7","student"
"student48","student48@gmail.com","48","Delhi Public School","5","Science olympiad","$gW4v*Mxgs","student"
"student49","student49@gmail.com","49","Delhi Public School","5","Science Olympiad","yaWJC9es2D","student"
"student50","student50@gmail.com","50","Delhi public school","5","Science olympiad","4epuZuM5Bx","student"
"student51","student51@gmail.com","51","Delhi Public School","5","Science olympiad","@HiJr@nCz&","student"
"student52","student52@gmail.com","52","Delhi Public School","5","Science olympiad","5jK9K5FQCk","student"
"student53","student53@gmail.com","53","Delhi public school","5","Science Olympiad","nKi9Zxrj4t","student"
"student54","student54@gmail.com","54","Delhi Public School","5","Science olympiad","94W6eq!hEC","student"
"student55","student55@gmail.com","55","Delhi Public School","5","Science Olympiad","YRbpy7w%Zd","student"
"student56","student56@gmail.com","56","Delhi public school","5","Science olympiad","PFLtkFT%!m","student"
"student57","student57@gmail.com","57","Delhi Public School","5","Science Olympiad","TnDT6Gxyzw","student"
"student58","student58@gmail.com","58","Delhi public school","5","Science Olympiad","M@b^vhNK7$","student"
"student59","student59@gmail.com","59","Delhi public school","5","Science olympiad","YugvbXdgF!","student"
"student60","student60@gmail.com","60","Delhi Public School","5","Science olympiad","Z2vsUXtmJ4","student"
"student61","student61@gmail.com","61","Delhi Public School","5","Science olympiad","d^kJnwcKEs","student"
"student62","student62@gmail.com","62","Delhi Public School","5","Science olympiad","%H7bqXgV&H","student"
"student63","student63@gmail.com","63","Delhi public school","5","Science olympiad","*J%nA$eKrF","student"
"student64","student64@gmail.com","64","Delhi Public School","5","Science Olympiad","h437*R&Nr&","student"
"student65","student65@gmail.com","65","Delhi public school","5","Science olympiad","Eemn*!TaDN","student"
"student66","student66@gmail.com","66","Delhi Public School","5","Science Olympiad","hXP36^GtyK","student"
"student67","student67@gmail.com","67","Delhi public school","5","Science olympiad","CBsv3a2k3G","student"
"student68","student68@gmail.com","68","Delhi public school","5","Science Olympiad","ETMpc6yrt4","student"
"student69","student69@gmail.com","69","Delhi public school","5","Science olympiad","REbZuw2L#v","student"
"student70","student70@gmail.com","70","Delhi public school","5","Science olympiad","9y$LuDdrJR","student"
"student71","student71@gmail.com","71","Delhi public school","5","Science Olympiad","hf!#ZteuVN","student"
"student72","student72@gmail.com","72","Delhi public school","5","Science Olympiad","^%v!xn&a@5","student"
"student73","student73@gmail.com","73","Delhi Public School","5","Science Olympiad","bbCA2c7Mut","student"
"student74","student74@gmail.com","74","Delhi Public School","5","Science Olympiad","dPaP9D7ude","student"
"student75","student75@gmail.com","75","Delhi Public School","5","Science Olympiad","JZN^mCZgiw","student"
"student76","student76@gmail.com","76","Delhi public school","5","Science Olympiad","kKRLXBfE$%","student"
"student77","student77@gmail.com","77","Delhi public school","5","Science Olympiad","@CV#gAkuzH","student"
"student78","student78@gmail.com","78","Delhi Public School","5","Science olympiad","VvRVB@bMKj","student"
"student79","student79@gmail.com","79","Delhi Public School","5","Science olympiad","iP3ruf!eza","student"
"student80","student80@gmail.com","80","Delhi Public School","5","Science Olympiad","c#F!Pihryh","student"
"student81","student81@gmail.com","81","Delhi Public School","5","Science olympiad","HLrDU4ey#9","student"
"student82","student82@gmail.com","82","Delhi public school","5","Science Olympiad","mQVjf2btSk","student"
"student83","student83@gmail.com","83","Delhi Public School","5","Science Olympiad","xfX@$avDVt","student"
"student84","student84@gmail.com","84","Delhi public school","5","Science olympiad","&xY8czzUk4","student"
"student85","student85@gmail.com","85","Delhi public school","5","Science Olympiad","KNgdFR*Gs@","student"
"student86","student86@gmail.com","86","Delhi Public School","5","Science Olympiad","D%&!nL3F7i","student"
"student87","student87@gmail.com","87","Delhi public school","5","Science olympiad","k*x2TT56aJ","student"
"student88","student88@gmail.com","88","Delhi public school","5","Science olympiad","4#NfpZv$y2","student"
"student89","student89@gmail.com","89","Delhi public school","5","Science olympiad","KfhvkNsT!h","student"
"student90","student90@gmail.com","90","Delhi Public School","5","Science olympiad","ySkNYfQjRy","student"
"student91","student91@gmail.com","91","Delhi Public School","5","Science olympiad","cY2CUC723V","student"
"student92","student92@gmail.com","92","Delhi public school","5","Science Olympiad","xcd*TixGs6","student"
"student93","student93@gmail.com","93","Delhi Public School","5","Science Olympiad","VfWmsi%D6*","student"
"student94","student94@gmail.com","94","Delhi Public School","5","Science olympiad","TCcc$eZv$T","student"
"student95","student95@gmail.com","95","Delhi Public School","5","Science Olympiad","nJ8era5*@n","student"
"student96","student96@gmail.com","96","Delhi Public School","5","Science Olympiad","Q9y94d$uHd","student"
"student97","student97@gmail.com","97","Delhi Public School","5","Science olympiad","%duqJwJcxb","student"
"student98","student98@gmail.com","98","Delhi public school","5","Science Olympiad","KfVj7tQVR9","student"
"student99","student99@gmail.com","99","Delhi Public School","5","Science Olympiad","bE@cZPCZ*a","student"
"student100","student100@gmail.com","100","Delhi public school","5","Science olympiad","*GGQSef$Fz","student"
