"name","email","rollNo","schoolName","class","olympiadExam","password","userType"
"student72","student72@gmail.com","72","Delhi public school","5","Science Olympiad","UbpQ%286*r","student"
"student73","student73@gmail.com","73","Delhi Public School","5","Science Olympiad","9RSJ7sAxCq","student"
"student74","student74@gmail.com","74","Delhi Public School","5","Science Olympiad","RJFP$pU4Bv","student"
"student75","student75@gmail.com","75","Delhi Public School","5","Science Olympiad","3TYd8tDrL3","student"
"student76","student76@gmail.com","76","Delhi public school","5","Science Olympiad","6E3K45LEBq","student"
"student77","student77@gmail.com","77","Delhi public school","5","Science Olympiad","qraCh^3$Zz","student"
"student78","student78@gmail.com","78","Delhi Public School","5","Science olympiad","24JLdWYE7E","student"
"student79","student79@gmail.com","79","Delhi Public School","5","Science olympiad","*qFhs!t7n8","student"
"student80","student80@gmail.com","80","Delhi Public School","5","Science Olympiad","jkNaHpsGZP","student"
"student81","student81@gmail.com","81","Delhi Public School","5","Science olympiad","!Hnud#3hU&","student"
"student82","student82@gmail.com","82","Delhi public school","5","Science Olympiad","Yx$dzLW9aE","student"
"student83","student83@gmail.com","83","Delhi Public School","5","Science Olympiad","8jtwVa@rdA","student"
"student84","student84@gmail.com","84","Delhi public school","5","Science olympiad","RMs#aFN^K^","student"
"student85","student85@gmail.com","85","Delhi public school","5","Science Olympiad","EHhiRxKSFj","student"
"student86","student86@gmail.com","86","Delhi Public School","5","Science Olympiad","!zzfk&59ew","student"
"student87","student87@gmail.com","87","Delhi public school","5","Science olympiad","7CtWJHvK3X","student"
"student88","student88@gmail.com","88","Delhi public school","5","Science olympiad","HgsUecAECX","student"
"student89","student89@gmail.com","89","Delhi public school","5","Science olympiad","SDPwGMhH$p","student"
"student90","student90@gmail.com","90","Delhi Public School","5","Science olympiad","SWZV^akSWu","student"
"student91","student91@gmail.com","91","Delhi Public School","5","Science olympiad","SV*wMD#8@u","student"
"student92","student92@gmail.com","92","Delhi public school","5","Science Olympiad","ucvNHhQAeN","student"
"student93","student93@gmail.com","93","Delhi Public School","5","Science Olympiad","Wfkmdh^rti","student"
"student94","student94@gmail.com","94","Delhi Public School","5","Science olympiad","b!Sx8s!73i","student"
"student95","student95@gmail.com","95","Delhi Public School","5","Science Olympiad","yxwEVTZsv9","student"
"student96","student96@gmail.com","96","Delhi Public School","5","Science Olympiad","ewB6A%tAzf","student"
"student97","student97@gmail.com","97","Delhi Public School","5","Science olympiad","74GG4dwF!3","student"
"student98","student98@gmail.com","98","Delhi public school","5","Science Olympiad","VKUcDXD8gi","student"
"student99","student99@gmail.com","99","Delhi Public School","5","Science Olympiad","3zazbFfPMW","student"
"student100","student100@gmail.com","100","Delhi public school","5","Science olympiad","*ar^V*$CbH","student"
