"name","email","rollNo","schoolName","class","olympiadExam","password","userType"
"student34","student34@gmail.com","34","Delhi public school","5","Science olympiad","ZWXr*iB*Jz","student"
"student35","student35@gmail.com","35","Delhi Public School","5","Science olympiad","%&5Nx&aw7H","student"
"student36","student36@gmail.com","36","Delhi Public School","5","Science olympiad","RXY4gq!W9^","student"
"student37","student37@gmail.com","37","Delhi public school","5","Science Olympiad","ZzV$%k%sFL","student"
"student38","student38@gmail.com","38","Delhi public school","5","Science Olympiad","ms7HXb#6@8","student"
"student39","student39@gmail.com","39","Delhi Public School","5","Science Olympiad","JDLxzAXFyX","student"
"student40","student40@gmail.com","40","Delhi Public School","5","Science olympiad","^zeB6SSNH*","student"
"student41","student41@gmail.com","41","Delhi Public School","5","Science Olympiad","#bUqh&DpCJ","student"
"student42","student42@gmail.com","42","Delhi public school","5","Science olympiad","tfJFLWCXdy","student"
"student43","student43@gmail.com","43","Delhi public school","5","Science olympiad","Jy5z!A6BXZ","student"
"student44","student44@gmail.com","44","Delhi Public School","5","Science olympiad","nde%7EK3S$","student"
"student45","student45@gmail.com","45","Delhi public school","5","Science olympiad","CMjd^NUFbJ","student"
"student46","student46@gmail.com","46","Delhi Public School","5","Science olympiad","wV2pwj*4C7","student"
"student47","student47@gmail.com","47","Delhi Public School","5","Science olympiad","YtVdCYmWhL","student"
"student48","student48@gmail.com","48","Delhi Public School","5","Science olympiad","aiWZ4ZpmXR","student"
"student49","student49@gmail.com","49","Delhi Public School","5","Science Olympiad","&r$We#AP4G","student"
"student50","student50@gmail.com","50","Delhi public school","5","Science olympiad","VM8V*dT32$","student"
"student51","student51@gmail.com","51","Delhi Public School","5","Science olympiad","vNUWQu5rnz","student"
"student52","student52@gmail.com","52","Delhi Public School","5","Science olympiad","sVvtTB^a$B","student"
"student53","student53@gmail.com","53","Delhi public school","5","Science Olympiad","cJNdv3jtzy","student"
"student54","student54@gmail.com","54","Delhi Public School","5","Science olympiad","JkHCQ%!7gD","student"
"student55","student55@gmail.com","55","Delhi Public School","5","Science Olympiad","6YGHni5#9P","student"
"student56","student56@gmail.com","56","Delhi public school","5","Science olympiad","wS5YvA6T5@","student"
"student57","student57@gmail.com","57","Delhi Public School","5","Science Olympiad","GJNwxph&qS","student"
"student58","student58@gmail.com","58","Delhi public school","5","Science Olympiad","3iXMV6U@@N","student"
"student59","student59@gmail.com","59","Delhi public school","5","Science olympiad","*^9vxad@^P","student"
"student60","student60@gmail.com","60","Delhi Public School","5","Science olympiad","9*GKSmvdM&","student"
"student61","student61@gmail.com","61","Delhi Public School","5","Science olympiad","s*^GNDjPwx","student"
"student62","student62@gmail.com","62","Delhi Public School","5","Science olympiad","D#xy^Td%rN","student"
"student63","student63@gmail.com","63","Delhi public school","5","Science olympiad","6ycnmk@hjr","student"
"student64","student64@gmail.com","64","Delhi Public School","5","Science Olympiad","AA$Z!pz&@y","student"
"student65","student65@gmail.com","65","Delhi public school","5","Science olympiad","nSFKh2!g@z","student"
"student66","student66@gmail.com","66","Delhi Public School","5","Science Olympiad","EApetUWfY6","student"
"student67","student67@gmail.com","67","Delhi public school","5","Science olympiad","MDeTmETZ5C","student"
"student68","student68@gmail.com","68","Delhi public school","5","Science Olympiad","TcZhKbj%zJ","student"
"student69","student69@gmail.com","69","Delhi public school","5","Science olympiad","59BCm4pN74","student"
"student70","student70@gmail.com","70","Delhi public school","5","Science olympiad","!YBLk3cjxF","student"
"student71","student71@gmail.com","71","Delhi public school","5","Science Olympiad","PGm5!Cyt8y","student"
"student72","student72@gmail.com","72","Delhi public school","5","Science Olympiad","Zumrf$HYSk","student"
"student73","student73@gmail.com","73","Delhi Public School","5","Science Olympiad","Sn8e#Tq!kJ","student"
"student74","student74@gmail.com","74","Delhi Public School","5","Science Olympiad","%j*Uji5PD*","student"
"student75","student75@gmail.com","75","Delhi Public School","5","Science Olympiad","bwZ9Tppft&","student"
"student76","student76@gmail.com","76","Delhi public school","5","Science Olympiad","*rYD3EVymu","student"
"student77","student77@gmail.com","77","Delhi public school","5","Science Olympiad","uxRcNmGU^u","student"
"student78","student78@gmail.com","78","Delhi Public School","5","Science olympiad","X$$4RAjZai","student"
"student79","student79@gmail.com","79","Delhi Public School","5","Science olympiad","HdA^L4LRZx","student"
"student80","student80@gmail.com","80","Delhi Public School","5","Science Olympiad","5aW!y^Ak4w","student"
"student81","student81@gmail.com","81","Delhi Public School","5","Science olympiad","Lhpjp2YapY","student"
"student82","student82@gmail.com","82","Delhi public school","5","Science Olympiad","zqTdhX%MME","student"
"student83","student83@gmail.com","83","Delhi Public School","5","Science Olympiad","xz#k7s&H!b","student"
"student84","student84@gmail.com","84","Delhi public school","5","Science olympiad","gffB*zV22i","student"
"student85","student85@gmail.com","85","Delhi public school","5","Science Olympiad","wCZf*bz*kE","student"
"student86","student86@gmail.com","86","Delhi Public School","5","Science Olympiad","TZRkTrxR5k","student"
"student87","student87@gmail.com","87","Delhi public school","5","Science olympiad","4rSmJLa9W7","student"
"student88","student88@gmail.com","88","Delhi public school","5","Science olympiad","@bJY$5qywQ","student"
"student89","student89@gmail.com","89","Delhi public school","5","Science olympiad","Ki7bTPgr@X","student"
"student90","student90@gmail.com","90","Delhi Public School","5","Science olympiad","SX5d$sqrQQ","student"
"student91","student91@gmail.com","91","Delhi Public School","5","Science olympiad","r8h^zx6km9","student"
"student92","student92@gmail.com","92","Delhi public school","5","Science Olympiad","S6#4^tBYfw","student"
"student93","student93@gmail.com","93","Delhi Public School","5","Science Olympiad","UwHPXJbUBr","student"
"student94","student94@gmail.com","94","Delhi Public School","5","Science olympiad","MTBULC$JW9","student"
"student95","student95@gmail.com","95","Delhi Public School","5","Science Olympiad","3YKrMqXej!","student"
"student96","student96@gmail.com","96","Delhi Public School","5","Science Olympiad","REAMsZVr@e","student"
"student97","student97@gmail.com","97","Delhi Public School","5","Science olympiad","vUrXAVefAm","student"
"student98","student98@gmail.com","98","Delhi public school","5","Science Olympiad","AUyFkQYPcz","student"
"student99","student99@gmail.com","99","Delhi Public School","5","Science Olympiad","2ADY6*sNEU","student"
"student100","student100@gmail.com","100","Delhi public school","5","Science olympiad","$XhU*K9KfW","student"
