"name","email","rollNo","schoolName","class","olympiadExam","password","userType"
"student46","student46@gmail.com","46","Delhi Public School","5","Science olympiad","TDyhheXYxN","student"
"student47","student47@gmail.com","47","Delhi Public School","5","Science olympiad","Si#d!9a&EK","student"
"student48","student48@gmail.com","48","Delhi Public School","5","Science olympiad","AUVCM5&!gf","student"
"student49","student49@gmail.com","49","Delhi Public School","5","Science Olympiad","CufqiWFGE7","student"
"student50","student50@gmail.com","50","Delhi public school","5","Science olympiad","zvtmq*ZtEc","student"
"student51","student51@gmail.com","51","Delhi Public School","5","Science olympiad","zXMVzmm&FB","student"
"student52","student52@gmail.com","52","Delhi Public School","5","Science olympiad","2w@hmL!dUL","student"
"student53","student53@gmail.com","53","Delhi public school","5","Science Olympiad","2FWKfg@m*%","student"
"student54","student54@gmail.com","54","Delhi Public School","5","Science olympiad","RrrQbUUWqG","student"
"student55","student55@gmail.com","55","Delhi Public School","5","Science Olympiad","q6dA$AK8hL","student"
"student56","student56@gmail.com","56","Delhi public school","5","Science olympiad","8CNTTtXe89","student"
"student57","student57@gmail.com","57","Delhi Public School","5","Science Olympiad","c4fy&GKAY3","student"
"student58","student58@gmail.com","58","Delhi public school","5","Science Olympiad","2tdMCNu^KF","student"
"student59","student59@gmail.com","59","Delhi public school","5","Science olympiad","Em2fvKNWq2","student"
"student60","student60@gmail.com","60","Delhi Public School","5","Science olympiad","s#Uth69NSy","student"
"student61","student61@gmail.com","61","Delhi Public School","5","Science olympiad","CK2M4P38yM","student"
"student62","student62@gmail.com","62","Delhi Public School","5","Science olympiad","e6rfhfsTpF","student"
"student63","student63@gmail.com","63","Delhi public school","5","Science olympiad","2MCE5ybjbs","student"
"student64","student64@gmail.com","64","Delhi Public School","5","Science Olympiad","fWaE!N3m*u","student"
"student65","student65@gmail.com","65","Delhi public school","5","Science olympiad","86*4VP6BUU","student"
"student66","student66@gmail.com","66","Delhi Public School","5","Science Olympiad","85quXK6@cV","student"
"student67","student67@gmail.com","67","Delhi public school","5","Science olympiad","aW#6A4Npg4","student"
"student68","student68@gmail.com","68","Delhi public school","5","Science Olympiad","d&5YrPw88L","student"
"student69","student69@gmail.com","69","Delhi public school","5","Science olympiad","emhyg7RgM#","student"
"student70","student70@gmail.com","70","Delhi public school","5","Science olympiad","9M3^9MUhMi","student"
"student71","student71@gmail.com","71","Delhi public school","5","Science Olympiad","L7TtU$zb!P","student"
"student72","student72@gmail.com","72","Delhi public school","5","Science Olympiad","FiK3FrMLKd","student"
"student73","student73@gmail.com","73","Delhi Public School","5","Science Olympiad","Ndg94Yv$b8","student"
"student74","student74@gmail.com","74","Delhi Public School","5","Science Olympiad","yfjQ2yD%t5","student"
"student75","student75@gmail.com","75","Delhi Public School","5","Science Olympiad","F8&9ee%^YV","student"
"student76","student76@gmail.com","76","Delhi public school","5","Science Olympiad","@^gL@femJ7","student"
"student77","student77@gmail.com","77","Delhi public school","5","Science Olympiad","m6sRih@EhL","student"
"student78","student78@gmail.com","78","Delhi Public School","5","Science olympiad","v@Wpx3fHG7","student"
"student79","student79@gmail.com","79","Delhi Public School","5","Science olympiad","KzV44zXcRP","student"
"student80","student80@gmail.com","80","Delhi Public School","5","Science Olympiad","Fpwx*cZ7i4","student"
"student81","student81@gmail.com","81","Delhi Public School","5","Science olympiad","F5GT6C!Krm","student"
"student82","student82@gmail.com","82","Delhi public school","5","Science Olympiad","pGMWqqGTRs","student"
"student83","student83@gmail.com","83","Delhi Public School","5","Science Olympiad","q4H3MSfLJk","student"
"student84","student84@gmail.com","84","Delhi public school","5","Science olympiad","H8ABHhz*Qt","student"
"student85","student85@gmail.com","85","Delhi public school","5","Science Olympiad","TdrcZESQEW","student"
"student86","student86@gmail.com","86","Delhi Public School","5","Science Olympiad","U%HwUfgtnJ","student"
"student87","student87@gmail.com","87","Delhi public school","5","Science olympiad","V6aSuE545n","student"
"student88","student88@gmail.com","88","Delhi public school","5","Science olympiad","*hdv^ZHXu!","student"
"student89","student89@gmail.com","89","Delhi public school","5","Science olympiad","Ck@nwgfmHi","student"
"student90","student90@gmail.com","90","Delhi Public School","5","Science olympiad","745LMsnYn#","student"
"student91","student91@gmail.com","91","Delhi Public School","5","Science olympiad","PiyY&8WB2N","student"
"student92","student92@gmail.com","92","Delhi public school","5","Science Olympiad","xqW49WAYha","student"
"student93","student93@gmail.com","93","Delhi Public School","5","Science Olympiad","vZDCM$BpFE","student"
"student94","student94@gmail.com","94","Delhi Public School","5","Science olympiad","afybPcNPdD","student"
"student95","student95@gmail.com","95","Delhi Public School","5","Science Olympiad","eh!rXGvEs4","student"
"student96","student96@gmail.com","96","Delhi Public School","5","Science Olympiad","^8fuiYnRmv","student"
"student97","student97@gmail.com","97","Delhi Public School","5","Science olympiad","BtJ$wbfJE%","student"
"student98","student98@gmail.com","98","Delhi public school","5","Science Olympiad","2tNmDdN&Hr","student"
"student99","student99@gmail.com","99","Delhi Public School","5","Science Olympiad","piwiufmBzA","student"
"student100","student100@gmail.com","100","Delhi public school","5","Science olympiad","sv2Cb@WKRu","student"
